DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	12q14.3	12	65598856	MSRB3	"LINC02454, MSRB3-AS1"			"ENSG00000256268, ENSG00000250748"	NA	NA	rs11175834-T	rs11175834	0	11175834	intron_variant	0	0.15	5.00E-07	6.301029996	NA	1.36	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	5547_1300311			12	65639270		LOC100507065				NA	NA	rs9971770	rs9971770	NA	NA		NA		2.55E-16	NA	NA	0.385803021							
3/7/24	35121771	Choe EK	2/4/22	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	"Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits."	Thyroid cancer	"9,742 Korean ancestry individuals"	NA	12q21.31	12	81007727		ACSS3			ENSG00000111058	NA	NA	rs78752938-C	rs78752938	0	78752938	intron_variant	0	0.039267	7.00E-08	7.15490196	NA	1.14605	unit decrease	Affymetrix [6860342] (imputed)	N	thyroid cancer	http://purl.obolibrary.org/obo/MONDO_0002108	GCST90104177	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	596_444424			13	100554646		GGACT				NA	NA	rs113796483	rs113796483	NA	NA		NA		4.54E-08	NA	NA	0.0281401							
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	14q13.2	14	36063370	NR	ILF2P2 - LINC00609	ENSG00000257720	ENSG00000257585		8057	7057	rs368187-G	rs368187	0	368187	non_coding_transcript_exon_variant	1	0.63	4.00E-13	12.39794001	NA	1.47	[1.32-1.63]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	14q13.2	14	36063370	NR	ILF2P2 - LINC00609	ENSG00000257720	ENSG00000257585		8057	7057	rs368187-G	rs368187	0	368187	non_coding_transcript_exon_variant	1	0.581	5.00E-23	22.30103	NA	1.39	1.30-1.47	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	14q13.2	14	36090325	NKX2-1	LINC00609			ENSG00000257585	NA	NA	rs34081947-T	rs34081947	0	34081947	intron_variant	0	0.41	1.00E-07	7	NA	1.27	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	14q13.2	14	36090325	NKX2-1	LINC00609			ENSG00000257585	NA	NA	rs34081947-T	rs34081947	0	34081947	intron_variant	0	0.41	2.00E-06	5.698970004	NA	1.25	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	14q13.2	14	36095036		LINC00609			ENSG00000257585	NA	NA	rs11622885-C	rs11622885	0	11622885	intron_variant	0	NR	5.00E-06	5.301029996	NA	0.178	[0.1-0.25] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	14q13.3	14	36171395		PTCSC3			ENSG00000259104	NA	NA	rs1169151-A	rs1169151	0	1169151	intron_variant	0	NR	2.00E-07	6.698970004	NA	0.205	[0.13-0.28] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
2/28/09	19198613	Gudmundsson J	2/6/09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19198613	Common variants on 9q22.33 and 14q13.3 predispose to thyroid cancer in European populations.	Thyroid cancer	"192 European ancestry cases, 37,196 European ancestry controls"	"432 European ancestry cases, 1,727 European ancestry controls"	14q13.3	14	36180040	NKX2-1	PTCSC3			ENSG00000259104	NA	NA	rs944289-T	rs944289	0	944289	intron_variant	0	0.57	2.00E-09	8.698970004	NA	1.37	[1.24-1.52]	Illumina [304083]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST000335	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	14q13.3	14	36269155	NR	RN7SKP21 - MBIP	ENSG00000252312	ENSG00000151332		37381	29409	rs116909374-C	rs116909374	0	116909374	regulatory_region_variant	1	0.94	2.00E-10	9.698970004	NA	0.43	[0.33-0.55]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	14q13.3	14	36269155	NR	RN7SKP21 - MBIP	ENSG00000252312	ENSG00000151332		37381	29409	rs116909374-T	rs116909374	0	116909374	regulatory_region_variant	1	0.034	1.00E-16	16	NA	1.81	1.57-2.08	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
2/9/12	22267200	Gudmundsson J	1/22/12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22267200	Discovery of common variants associated with low TSH levels and thyroid cancer risk.	Thyroid cancer	"27,758 European ancestry individuals"	"1,156 European ancestry cases, up to 42,617 European ancestry controls"	14q13.3	14	36269155	MBIP	RN7SKP21 - MBIP	ENSG00000252312	ENSG00000151332		37381	29409	rs116909374-T	rs116909374	0	116909374	regulatory_region_variant	1	0.017	5.00E-11	10.30103	NA	2.09	[1.68-2.60]	Illumina [~ 16000000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST001382	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6131_1344759			14	36269155		PTCSC3;MBIP				NA	NA	rs116909374	rs116909374	NA	NA		NA		5.12E-32	NA	NA	0.54617136							
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			14	54709452		SAMD4A				NA	NA	rs34393407	rs34393407	NA	NA		NA		1.43E-09	NA	NA	0.190181318							
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			15	67149412		SMAD3				NA	NA	#N/A	#N/A	NA	NA		NA		9.12E-14	NA	NA	0.21342796							
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	15q22.33	15	67163292	SMAD3	SMAD3			ENSG00000166949	NA	NA	rs56062135-T	rs56062135	0	56062135	intron_variant	0	0.253	5.00E-09	8.301029996	NA	1.24	1.16.1.34	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	15q22.33	15	67165147	SMAD3	SMAD3			ENSG00000166949	NA	NA	rs2289261-C	rs2289261	0	2289261	intron_variant	0	0.683	3.00E-09	8.522878745	NA	1.23	1.15-1.32	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	15q26.2	15	97673727		LINC00923			ENSG00000251209	NA	NA	rs77166399-T	rs77166399	0	77166399	intron_variant	0	0.148487	9.00E-07	6.045757491	NA	1.3925636	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	16q12.1	16	50013888		NCOA5LP - CNEP1R1	ENSG00000283365	ENSG00000205423		45158	10522	rs117401978-A	rs117401978	0	117401978	intergenic_variant	1	0.010953	9.00E-07	6.045757491	NA	2.3992324	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	16q23.2	16	79668474	NR	MAF - LINC01229	ENSG00000178573	ENSG00000260876		67737	7574	rs16950982-G	rs16950982	0	16950982	intergenic_variant	1	0.37	4.00E-06	5.397940009	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	16q23.2	16	79710504	NR	LINC01229			ENSG00000260876	NA	NA	rs17767383-A	rs17767383	0	17767383	intron_variant	0	0.32	2.00E-09	8.698970004	NA	1.23	[1.15-1.33]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6341_1592876			16	79716078		MAF;MAFTRR				NA	NA	rs17767904	rs17767904	NA	NA		NA		6.28E-09	NA	NA	0.130697547							
3/7/24	35121771	Choe EK	2/4/22	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	"Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits."	Thyroid cancer	"9,742 Korean ancestry individuals"	NA	17q22	17	55651796		RNU6-1249P - TMEM100	ENSG00000200107	ENSG00000166292		99876	67831	rs149128637-T	rs149128637	0	149128637	intergenic_variant	1	0.012062	3.00E-09	8.522878745	NA	1.72286	unit decrease	Affymetrix [6860342] (imputed)	N	thyroid cancer	http://purl.obolibrary.org/obo/MONDO_0002108	GCST90104177	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	18p11.32	18	674320		ENOSF1			ENSG00000132199	NA	NA	rs3744962-G	rs3744962	0	3744962	synonymous_variant	0	NR	3.00E-07	6.522878745	NA	0.32	[0.2-0.44] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	18q12.3	18	40316632	NR	RPL17P45 - KC6	ENSG00000267664	ENSG00000267313		172128	1149151	rs12455644-T	rs12455644	0	12455644	intergenic_variant	1	0.9	6.00E-06	5.22184875	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6011_1530719			19	7218007		INSR				NA	NA	rs11085219	rs11085219	NA	NA		NA		1.49E-08	NA	NA	-0.136406107							
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	19p12	19	21974056	NR	ZNF208			ENSG00000160321	NA	NA	rs200113618-C	rs200113618	0	200113618	synonymous_variant	0	0.04	2.00E-07	6.698970004	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	19p12	19	22065515	NR	ZNF257			ENSG00000197134	NA	NA	rs10415826-T	rs10415826	0	10415826	intron_variant	0	0.2	9.00E-07	6.045757491	NA	1.22	[1.13-1.32]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6011_1530719			19	22136490		ZNF257;ZNF676				NA	NA	rs7257051	rs7257051	NA	NA		NA		1.39E-10	NA	NA	0.133103184							
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	1294_339397			22	28452803		TTC28				NA	NA	rs182528402	rs182528402	NA	NA		NA		1.25E-10	NA	NA	NA							
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA		2	173859846						NA	NA	chr2:173859846-TA	chr2:173859846	0	NA		1	NR	3.00E-08	7.522878745	NA	1.3563	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
